name,category,address,borough,neighborhood,latitude,longitude,phone,website,hours,is_free,description
B'Nai B'rith Queens Apartments,health,"138-49 Elder Ave, Flushing, NY 11355, USA",Queens,Flushing,40.7529159,-73.8230588,(718) 358-1166,http://www.liveatbbqueens.com/,Monday: 8:30 AM – 4:30 PM; Tuesday: 8:30 AM – 4:30 PM; Wednesday: 8:30 AM – 4:30 PM; Thursday: 8:30 AM – 4:30 PM; Friday: 8:30 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: affordable housing Flushing Queens NYC
The Urban,housing,"144-74 Northern Blvd, Flushing, NY 11354, USA",Queens,Flushing,40.7647687,-73.8205833,(718) 888-9312,http://www.theurbannyc.com/,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 6:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: Closed; Sunday: 1:00 – 5:00 PM,unknown,Google Places result for: affordable housing Flushing Queens NYC
Green Park Sussex Apartments,housing,"143-06 Barclay Ave, Flushing, NY 11355, USA",Queens,Flushing,40.758927,-73.8230097,(718) 359-7300,https://revonaproperties.com/nyc-rentals/queens-apartments/flushing/green-park-sussex/,,unknown,Google Places result for: affordable housing Flushing Queens NYC
Council Tower VI,housing,"155-25 71st Ave, Flushing, NY 11367, USA",Queens,Flushing,40.730404199999995,-73.8124897,(212) 453-9500,,Monday: 10:00 AM – 4:00 PM; Tuesday: 10:00 AM – 4:00 PM; Wednesday: 10:00 AM – 4:00 PM; Thursday: 10:00 AM – 4:00 PM; Friday: 10:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: affordable housing Flushing Queens NYC
The Summit - Queens College,housing,"64-80 Kissena Blvd, Flushing, NY 11367, USA",Queens,Flushing,40.7370942,-73.8193536,(718) 997-4881,https://www.qc.cuny.edu/sa/,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: affordable housing Flushing Queens NYC
Affordable For NY,housing,"365 Flushing Ave suite 505, Brooklyn, NY 11205, USA",Queens,Flushing,40.69850650000001,-73.96078899999999,(212) 655-5800,https://afny.org/,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: affordable housing Flushing Queens NYC
Macedonia Plaza,housing,"37-08 Union St, Flushing, NY 11354, USA",Queens,Flushing,40.7620929,-73.82762319999999,,,,unknown,Google Places result for: affordable housing Flushing Queens NYC
I Afford NY,housing,"365 Flushing Ave Suite 503, Brooklyn, NY 11205, USA",Queens,Flushing,40.69850650000001,-73.96078899999999,(718) 412-2600,http://www.iaffordny.com/,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: affordable housing Flushing Queens NYC
Helen R Scheuer House,housing,"45-25 Kissena Blvd, Flushing, NY 11355, USA",Queens,Flushing,40.7519755,-73.8201517,,,,unknown,Google Places result for: affordable housing Flushing Queens NYC
Self Help Community Services Inc,housing,"137-47 45th Ave, Flushing, NY 11355, USA",Queens,Flushing,40.751965899999995,-73.822199,(718) 762-6803,https://selfhelp.net/,,unknown,Google Places result for: emergency shelter Flushing Queens NYC
Flushing Community Services,housing,"138-60 Barclay Ave, Flushing, NY 11355, USA",Queens,Flushing,40.7580495,-73.82648499999999,(718) 321-6307,,,unknown,Google Places result for: emergency shelter Flushing Queens NYC
Selfhelp Community Services Inc,housing,"45-25 Kissena Blvd, Flushing, NY 11355, USA",Queens,Flushing,40.751919099999995,-73.82007949999999,(718) 445-9504,http://www.selfhelp.net/,,unknown,Google Places result for: emergency shelter Flushing Queens NYC
Flushing Hospital Medical Center: Emergency Room,health,"45-00 Parsons Blvd, Flushing, NY 11355, USA",Queens,Flushing,40.7560508,-73.8170334,(718) 670-5000,http://flushinghospital.org/,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,unknown,Google Places result for: emergency shelter Flushing Queens NYC
Flushing YMCA,health,"138-46 Northern Blvd, Flushing, NY 11354, USA",Queens,Flushing,40.7639259,-73.8264162,(718) 551-9350,https://ymcanyc.org/locations/flushing-ymca?utm_source=google&utm_medium=organic&utm_campaign=gbp,Monday: 6:30 AM – 10:00 PM; Tuesday: 6:30 AM – 10:00 PM; Wednesday: 6:30 AM – 10:00 PM; Thursday: 6:30 AM – 10:00 PM; Friday: 6:30 AM – 10:00 PM; Saturday: 8:00 AM – 5:00 PM; Sunday: 8:00 AM – 5:00 PM,unknown,Google Places result for: homeless shelter Flushing Queens NYC
Rangel,housing,"159-16 Harlem River Dr, New York, NY 10039, USA",Manhattan,Harlem,40.83311450000001,-73.9365439,(212) 281-7200,http://www.nyc.gov/nycha,,unknown,Google Places result for: affordable housing Harlem Manhattan NYC
Sun River Health Inwood,health,"1543-1545 Inwood Ave, Bronx, NY 10452, USA",Manhattan,Inwood,40.844097999999995,-73.916647,(844) 400-1975,https://www.sunriver.org/your-health/sun-river-health-inwood/,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 8:00 AM – 6:00 PM; Saturday: 9:00 AM – 2:00 PM; Sunday: Closed,unknown,Google Places result for: free clinic Inwood Manhattan NYC
The Salvation Army Brooklyn Bushwick Corps Community Center,food,"1151 Bushwick Ave, Brooklyn, NY 11221, USA",Brooklyn,Bushwick,40.6894104,-73.9172009,(718) 455-4102,http://salvationarmyny.org/,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: food pantry Bushwick Brooklyn NYC
Salvation Army - Bushwick Corps - Food Distribution Center,food,"1151 Bushwick Ave, Brooklyn, NY 11221, USA",Brooklyn,Bushwick,40.6894104,-73.9172009,(718) 455-4102,https://easternusa.salvationarmy.org/use/news/bushwick-food-pantry/,Monday: 10:00 – 11:30 AM; Tuesday: 10:00 – 11:30 AM; Wednesday: Closed; Thursday: 10:00 – 11:30 AM; Friday: Closed; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: food pantry Bushwick Brooklyn NYC
Thurston Memorial Outreach Ministries - Food Distribution Center,food,"1243 Bushwick Ave, Brooklyn, NY 11221, USA",Brooklyn,Bushwick,40.6878671,-73.9146366,(718) 452-3646,,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: 3:00 – 7:30 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: food pantry Bushwick Brooklyn NYC
Family Services Network of New York,food,"1420 Bushwick Ave, Brooklyn, NY 11207, USA",Brooklyn,Bushwick,40.684033299999996,-73.9089482,(718) 455-6010,https://fsnny1.org/,Monday: 8:30 AM – 4:00 PM; Tuesday: 8:30 AM – 4:00 PM; Wednesday: 8:30 AM – 4:00 PM; Thursday: 8:30 AM – 4:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: food pantry Bushwick Brooklyn NYC
RiseBoro Community Partnership,legal,"565 Bushwick Ave, Brooklyn, NY 11206, USA",Brooklyn,Bushwick,40.699157500000005,-73.9353557,(718) 821-0254,http://www.riseboro.org/,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: legal aid Bushwick Brooklyn NYC
Multi Service Center,community,"1420 Bushwick Ave, Brooklyn, NY 11207, USA",Brooklyn,Bushwick,40.6840646,-73.9091227,,,,unknown,Google Places result for: mutual aid Bushwick Brooklyn NYC
Bushwick United Methodist Church,community,"1139 Bushwick Ave, Brooklyn, NY 11221, USA",Brooklyn,Bushwick,40.6896542,-73.9180118,(718) 574-6610,https://www.umc.org/find-a-church/church?id=001Um00000PFJfwIAH,,unknown,Google Places result for: mutual aid Bushwick Brooklyn NYC
United Sabaeans Worldwide,community,"717 Bushwick Ave, Brooklyn, NY 11221, USA",Brooklyn,Bushwick,40.6965021,-73.93029849999999,(718) 452-9329,http://unitedsabaeansworldwide.com/,Monday: 12:00 – 8:00 PM; Tuesday: 12:00 – 8:00 PM; Wednesday: 12:00 – 8:00 PM; Thursday: 12:00 – 8:00 PM; Friday: 12:00 – 8:00 PM; Saturday: 12:00 – 8:00 PM; Sunday: 12:00 – 8:00 PM,unknown,Google Places result for: mutual aid Bushwick Brooklyn NYC
Brooklyn Public Library - Bushwick Branch,community,"340 Bushwick Ave, Brooklyn, NY 11206, USA",Brooklyn,Bushwick,40.7045694,-73.9396101,(718) 602-1348,https://www.bklynlibrary.org/locations/bushwick,Monday: 10:00 AM – 6:00 PM; Tuesday: 1:00 – 8:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 8:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: 10:00 AM – 5:00 PM; Sunday: Closed,unknown,Google Places result for: community center Bushwick Brooklyn NYC
Bushwick Houses,housing,"372 Bushwick Ave, Brooklyn, NY 11206, USA",Brooklyn,Bushwick,40.7028792,-73.9393003,(718) 443-8022,,,unknown,Google Places result for: affordable housing Bushwick Brooklyn NYC
New York City Housing Authority's Bushwick,housing,"811 Flushing Ave, Brooklyn, NY 11206, USA",Queens,Flushing,40.7013721,-73.94004989999999,(646) 836-1216,,,unknown,Google Places result for: affordable housing Bushwick Brooklyn NYC
The Wave,housing,"9 Bushwick Ave, Brooklyn, NY 11211, USA",Brooklyn,Bushwick,40.7145248,-73.9415315,,http://thewavenyc.com/,,unknown,Google Places result for: affordable housing Bushwick Brooklyn NYC
SCO Family of Services,housing,"1226 Flushing Ave, Brooklyn, NY 11237, USA",Queens,Flushing,40.7075658,-73.92360479999999,(718) 326-5150,,,unknown,Google Places result for: emergency shelter Bushwick Brooklyn NYC
CityMD Prospect Heights Urgent Care - Brooklyn,health,"288 Flatbush Ave, Brooklyn, NY 11217, USA",Brooklyn,Flatbush,40.67823,-73.9736084,(718) 656-1290,https://www.citymd.com/urgent-care-locations/ny/prospect-heights?utm_source=google&utm_medium=GMB_listings&utm_campaign=citymd_locations_GMB_listings,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 8:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: 9:00 AM – 6:00 PM,unknown,Google Places result for: free clinic Crown Heights Brooklyn NYC
Fort Greene Sexual Health Clinic,health,"295 Flatbush Ave Ext 2nd Floor, Brooklyn, NY 11201, USA",Brooklyn,Flatbush,40.691766,-73.982016,(347) 396-7959,http://www1.nyc.gov/site/doh/services/sexual-health-clinics.page,Monday: 8:30 AM – 3:30 PM; Tuesday: 8:30 AM – 3:30 PM; Wednesday: 8:30 AM – 3:30 PM; Thursday: 8:30 AM – 3:30 PM; Friday: 8:30 AM – 3:30 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: free clinic Crown Heights Brooklyn NYC
Bedford-Stuyvesant,community,"Bedford-Stuyvesant, Brooklyn, NY, USA",Brooklyn,Bedford-Stuyvesant,40.6872176,-73.9417735,,,,unknown,Google Places result for: mutual aid Bedford-stuyvesant Brooklyn NYC
Admirable Church Food Distribution Center,food,"1910 Flatbush Ave, Brooklyn, NY 11210, USA",Brooklyn,Flatbush,40.623101999999996,-73.93775529999999,(347) 779-7192,,,unknown,Google Places result for: food pantry Flatbush Brooklyn NYC
Liberty Hall Church of God - Food Distribution Center,food,"1407 Flatbush Ave, Brooklyn, NY 11210, USA",Brooklyn,Flatbush,40.6365416,-73.95124109999999,(347) 272-0592,,,unknown,Google Places result for: food pantry Flatbush Brooklyn NYC
Emmaus Sda Church - Food Pantry,food,"1144 Flatbush Ave, Brooklyn, NY 11226, USA",Brooklyn,Flatbush,40.642389,-73.9578937,(718) 287-2121,,Monday: Closed; Tuesday: 12:30 – 2:00 PM; Wednesday: Closed; Thursday: Closed; Friday: Closed; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: food pantry Flatbush Brooklyn NYC
Flatbush Community Fund,food,"1860 Flatbush Ave, Brooklyn, NY 11210, USA",Brooklyn,Flatbush,40.624215,-73.938998,(718) 650-3545,https://fcfund.org/,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 6:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: food pantry Flatbush Brooklyn NYC
Fernande Valme Ministries - Food Distribution Center,food,"1120 Flatbush Ave, Brooklyn, NY 11226, USA",Brooklyn,Flatbush,40.643087,-73.9579119,(718) 284-1809,,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: 10:00 – 11:00 AM; Friday: Closed; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: food pantry Flatbush Brooklyn NYC
NYC Department of Health & Mental Hygiene,health,"295 Flatbush Ave Ext, Brooklyn, NY 11201, USA",Brooklyn,Flatbush,40.6917556,-73.9820452,(347) 396-7943,http://www1.nyc.gov/site/doh/index.page,Monday: 8:30 AM – 4:30 PM; Tuesday: 8:30 AM – 4:30 PM; Wednesday: 8:30 AM – 4:30 PM; Thursday: 8:30 AM – 4:30 PM; Friday: 8:30 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: free clinic Flatbush Brooklyn NYC
MHHC Brooklyn,health,"1095 Flatbush Ave, Brooklyn, NY 11226, USA",Brooklyn,Flatbush,40.6436518,-73.9574276,(929) 512-3900,http://www.mhhc.org/,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 4:00 PM; Sunday: Closed,unknown,Google Places result for: free clinic Flatbush Brooklyn NYC
Walk In Clinic,health,"1576 Flatbush Ave, Brooklyn, NY 11210, USA",Brooklyn,Flatbush,40.6321452,-73.9473436,(646) 693-0251,http://agurgentcare.com/,Monday: 9:00 AM – 10:00 PM; Tuesday: 9:00 AM – 10:00 PM; Wednesday: 9:00 AM – 10:00 PM; Thursday: 9:00 AM – 10:00 PM; Friday: 9:00 AM – 10:00 PM; Saturday: 10:00 AM – 6:00 PM; Sunday: 10:00 AM – 6:00 PM,unknown,Google Places result for: free clinic Flatbush Brooklyn NYC
"Century Medical & Dental Center | Brooklyn, Flatbush",health,"770 Flatbush Ave, Brooklyn, NY 11226, USA",Brooklyn,Flatbush,40.6540349,-73.9598269,(347) 627-3988,https://www.centurymedicaldental.com/flatbush-brooklyn-ny-11226/,Monday: 8:00 AM – 7:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 7:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: 9:00 AM – 2:00 PM,unknown,Google Places result for: free clinic Flatbush Brooklyn NYC
Fort Greene Immunization Clinic,health,"295 Flatbush Ave Ext Fifth Floor, Brooklyn, NY 11201, USA",Brooklyn,Flatbush,40.6917496,-73.98203579999999,(347) 396-7943,https://www.nyc.gov/site/doh/services/immunization-clinics.page,Monday: 8:30 AM – 3:00 PM; Tuesday: 8:30 AM – 3:00 PM; Wednesday: 8:30 AM – 3:00 PM; Thursday: 8:30 AM – 3:00 PM; Friday: 8:30 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: free clinic Flatbush Brooklyn NYC
ModernMD Urgent Care - Flatbush,health,"916 Flatbush Ave, Brooklyn, NY 11226, USA",Brooklyn,Flatbush,40.6493098,-73.9587221,(646) 604-8140,https://modernmduc.com/locations/flatbush/,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 8:00 PM; Saturday: 8:30 AM – 6:30 PM; Sunday: 8:30 AM – 6:30 PM,unknown,Google Places result for: free clinic Flatbush Brooklyn NYC
AG Urgent Care Flatbush Junction,health,"1576 Flatbush Ave, Brooklyn, NY 11210, USA",Brooklyn,Flatbush,40.632214999999995,-73.9473944,(718) 484-4913,https://agurgentcare.com/locations/flatbush-junction-urgent-care/,Monday: 9:00 AM – 8:00 PM; Tuesday: 9:00 AM – 8:00 PM; Wednesday: 9:00 AM – 8:00 PM; Thursday: 9:00 AM – 8:00 PM; Friday: 9:00 AM – 8:00 PM; Saturday: 10:00 AM – 6:00 PM; Sunday: 10:00 AM – 6:00 PM,unknown,Google Places result for: free clinic Flatbush Brooklyn NYC
CityMD Prospect Park South Urgent Care - Brooklyn,health,"874 Flatbush Ave, Brooklyn, NY 11226, USA",Brooklyn,Flatbush,40.6507678,-73.959054,(718) 571-9372,https://www.citymd.com/urgent-care-locations/ny/prospect-park-south?utm_source=google&utm_medium=GMB_listings&utm_campaign=citymd_locations_GMB_listings,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 8:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: 9:00 AM – 6:00 PM,unknown,Google Places result for: free clinic Flatbush Brooklyn NYC
Fort Greene Chest Center Clinic,health,"295 Flatbush Ave Ext 4th Floor, Brooklyn, NY 11201, USA",Brooklyn,Flatbush,40.6917496,-73.98203579999999,(718) 249-1468,https://www.nyc.gov/site/doh/services/tuberculosis-chest-centers.page,Monday: 8:30 AM – 4:30 PM; Tuesday: 8:30 AM – 4:30 PM; Wednesday: 8:30 AM – 4:30 PM; Thursday: 8:30 AM – 4:30 PM; Friday: 8:30 AM – 12:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: free clinic Flatbush Brooklyn NYC
Callen-Lorde Brooklyn,health,"40 Flatbush Ave Ext, Brooklyn, NY 11201, USA",Brooklyn,Flatbush,40.6973547,-73.9855748,(718) 215-1818,https://www.callen-lorde.org/?utm_source=gmb&utm_medium=gmb,Monday: 8:30 AM – 8:00 PM; Tuesday: 8:30 AM – 8:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 10:00 AM – 4:45 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: free clinic Flatbush Brooklyn NYC
Family Health NP services. P.C,health,"1119 Flatbush Ave, Brooklyn, NY 11226, USA",Brooklyn,Flatbush,40.64320240000001,-73.95746199999999,(718) 813-7300,http://thefamhealth.com/,Monday: 9:00 AM – 7:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 3:00 PM; Saturday: Closed; Sunday: 10:00 AM – 2:00 PM,unknown,Google Places result for: community health center Flatbush Brooklyn NYC
Flatbush Services,immigrant_services,"1374 Flatbush Ave, Brooklyn, NY 11210, USA",Brooklyn,Flatbush,40.636717,-73.95221699999999,(718) 307-7107,,,unknown,Google Places result for: immigrant services Flatbush Brooklyn NYC
Flatbush YMCA,community,"1401 Flatbush Ave, Brooklyn, NY 11210, USA",Brooklyn,Flatbush,40.6368035,-73.9512835,(718) 469-8100,https://ymcanyc.org/locations/flatbush-ymca?utm_source=google&utm_medium=organic&utm_campaign=gbp,Monday: 8:00 AM – 9:00 PM; Tuesday: 8:00 AM – 9:00 PM; Wednesday: 8:00 AM – 9:00 PM; Thursday: 8:00 AM – 9:00 PM; Friday: 8:00 AM – 9:00 PM; Saturday: 8:00 AM – 9:00 PM; Sunday: 8:00 AM – 4:00 PM,unknown,Google Places result for: community center Flatbush Brooklyn NYC
BKLYN Commons,community,"495 Flatbush Ave, Brooklyn, NY 11225, USA",Brooklyn,Flatbush,40.6625,-73.9613889,(718) 989-5703,http://bklyncommons.com/,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: community center Flatbush Brooklyn NYC
Brooklyn Public Library - Flatbush Branch,community,"22 Linden Blvd. at, Flatbush Ave, Brooklyn, NY 11226, USA",Brooklyn,Flatbush,40.6519206,-73.9582607,(718) 856-0813,https://www.bklynlibrary.org/locations/flatbush,Monday: 10:00 AM – 6:00 PM; Tuesday: 1:00 – 8:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 8:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: 10:00 AM – 5:00 PM; Sunday: Closed,unknown,Google Places result for: community center Flatbush Brooklyn NYC
Caton Flats,housing,"800 Flatbush Ave, Brooklyn, NY 11226, USA",Brooklyn,Flatbush,40.6534866,-73.95963669999999,,https://catonflats.com/home/,,unknown,Google Places result for: affordable housing Flatbush Brooklyn NYC
The Parkline,housing,"626 Flatbush Ave, Brooklyn, NY 11225, USA",Brooklyn,Flatbush,40.6576369,-73.96103219999999,(718) 826-6626,http://www.theparkline.com/,,unknown,Google Places result for: affordable housing Flatbush Brooklyn NYC
Tenants Spaces,housing,"SPACES ENTRANCE, 41 Flatbush Ave, Brooklyn, NY 11217, USA",Brooklyn,Flatbush,40.6875012,-73.9796053,,http://tenantsspaces.com/,,unknown,Google Places result for: affordable housing Flatbush Brooklyn NYC
Phillip Howard Co-op Buildings,housing,"1655 Flatbush Ave, Brooklyn, NY 11210, USA",Brooklyn,Flatbush,40.6304569,-73.9444675,(718) 338-7000,,,unknown,Google Places result for: affordable housing Flatbush Brooklyn NYC
BOOM! Health - Food Distribution Center,health,"540 E Fordham Rd Suite 2A, Bronx, NY 10458, USA",Bronx,Fordham,40.8591989,-73.88708009999999,(718) 295-5605,,,unknown,Google Places result for: food pantry Fordham Bronx NYC
Animal Care Centers of NYC - Bronx,food,"464 E Fordham Rd, Bronx, NY 10458, USA",Bronx,Fordham,40.860445999999996,-73.88951329999999,(212) 788-4000,https://www.nycacc.org/,Monday: Closed; Tuesday: Closed; Wednesday: 10:00 AM – 4:00 PM; Thursday: 10:00 AM – 4:00 PM; Friday: 10:00 AM – 4:00 PM; Saturday: 10:00 AM – 4:00 PM; Sunday: Closed,unknown,Google Places result for: food pantry Fordham Bronx NYC
BOOM!Health Central Office,health,"540 E Fordham Rd, Bronx, NY 10458, USA",Bronx,Fordham,40.859199,-73.88708,(718) 295-5605,http://www.boomhealth.org/,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: food pantry Fordham Bronx NYC
CityMD Fordham Urgent Care - Bronx,health,"Fordham, 388 E Fordham Rd, Bronx, NY 10458, USA",Bronx,Fordham,40.8617135,-73.8918667,(718) 489-3553,https://www.citymd.com/urgent-care-locations/ny/fordham?utm_source=google&utm_medium=GMB_listings&utm_campaign=citymd_locations_GMB_listings,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 8:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: 9:00 AM – 6:00 PM,unknown,Google Places result for: free clinic Fordham Bronx NYC
Montefiore Family Health Center,health,"1 Fordham Plaza, Bronx, NY 10458, USA",Bronx,Fordham,40.860708699999996,-73.8901437,(718) 933-2400,http://www.montefiore.org/,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: free clinic Fordham Bronx NYC
Bronx Community Health Network,health,"1 Fordham Plaza # 1108, Bronx, NY 10458, USA",Bronx,Fordham,40.860631999999995,-73.890124,(718) 405-7720,http://www.bchnhealth.org/,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: free clinic Fordham Bronx NYC
CityMD West Fordham-University Heights Urgent Care - Bronx,health,"2 W Fordham Rd, Bronx, NY 10468, USA",Bronx,Fordham,40.8626096,-73.9015742,(646) 647-1255,https://www.citymd.com/urgent-care-locations/ny/west-fordham-university-heights?utm_source=google&utm_medium=GMB_listings&utm_campaign=citymd_locations_GMB_listings,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 8:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: 9:00 AM – 5:00 PM,unknown,Google Places result for: free clinic Fordham Bronx NYC
Fordham University Student Health.,health,"O'Hare Hall, 441 E Fordham Rd, Bronx, NY 10458, USA",Bronx,Fordham,40.859305600000006,-73.8826107,(718) 817-4160,http://www.fordham.edu/campus_resources/student_services/student_health_servi/,,unknown,Google Places result for: free clinic Fordham Bronx NYC
Med Alliance Medical Health Services,health,"625 E Fordham Rd, Bronx, NY 10458, USA",Bronx,Fordham,40.8584459,-73.88400910000001,(718) 933-1900,http://www.medalliancenyc.com/,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: free clinic Fordham Bronx NYC
EmblemHealth Neighborhood Care Fordham Road,health,"254 E Fordham Rd, Bronx, NY 10458, USA",Bronx,Fordham,40.8619947,-73.8956334,(800) 274-2950,https://www.emblemhealth.com/about/neighborhood-care/neighborhood-care-locations/fordham-road,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: free clinic Fordham Bronx NYC
